,0
/wiki/Zoological_nomenclature,177196
/wiki/Tapetum_lucidum,160758
/wiki/Mule_deer,313675
/wiki/Bile,158875
/wiki/Hungarian_dzs,80139
/wiki/Tame_bear,73713
/wiki/Simplicidentata,60992
/wiki/Uralic_language_family,397419
/wiki/Extant_taxa,112181
/wiki/Nape,81842
/wiki/Sound_symbolism,108082
/wiki/Hinduism,1485462
/wiki/History_of_republican_Egypt,213018
/wiki/Visible_spectrum,191751
/wiki/Therizinosaurus,365205
/wiki/Eutheria,170556
/wiki/Tonic_vibration_reflex,52490
/wiki/Lower_Risk,76121
/wiki/Northern_Europe,204117
/wiki/Saichania,156117
/wiki/Clothing_in_ancient_Egypt,123500
/wiki/Genetic_diversity,192891
/wiki/European_mainland,130701
/wiki/West_Semitic_languages,114910
/wiki/Reflex,149478
/wiki/Conserved_signature_indels,109220
/wiki/Upper_Egypt,219095
/wiki/Kingdom_of_Prussia,388690
/wiki/Northern_Eastern_Sudanic_languages,82898
/wiki/Vocal_cords,218123
/wiki/Arab_Academy_of_Damascus,69573
/wiki/Cultural_depictions_of_cats,174041
/wiki/Alexander_the_Great,1003692
/wiki/Linnaea_borealis,103677
/wiki/Tibetan_antelope,230993
/wiki/Rejection_of_evolution_by_religious_groups,691142
/wiki/Lyase,100419
/wiki/Chinese_mountain_cat,206858
/wiki/Palatal_consonant,187871
/wiki/Thermographic_camera,145705
/wiki/Gaeltacht,205732
/wiki/Sardinia,781680
/wiki/Patronymic,272327
/wiki/Manx_cat,291985
/wiki/Endonym_and_exonym,239582
/wiki/Hypothermia,512952
/wiki/Uganda,714063
/wiki/Alarm_signal,199693
/wiki/Mammal,1057092
/wiki/Egyptian_Christianity,277648
/wiki/William_Langland,99090
/wiki/Nandiniidae,271662
/wiki/Scotopic_vision,71693
/wiki/Roy_Crane,78949
/wiki/African_Union,885900
/wiki/Maghrebi_Arabic,193517
/wiki/Seafood,404412
/wiki/Cervical_vertebrae,157589
/wiki/Scandinavia,356073
/wiki/MtDNA,456986
/wiki/Bacillus_subtilis,288010
/wiki/Colonial_morphology,113629
/wiki/Coptic_Orthodox_Church,495057
/wiki/Speed_of_light,654308
/wiki/Spectral_range,212466
/wiki/Larynx,197303
/wiki/Human_eye,339022
/wiki/Carnassial,98320
/wiki/Stray_dog,126153
/wiki/Kuwait,1157290
/wiki/Miocene,360974
/wiki/Cathode_ray_tube,973302
/wiki/Lagomorpha,202401
/wiki/Feral_cat,372262
/wiki/Cat_massage,91177
/wiki/Optical_heterodyne_detection,118326
/wiki/Zoroastrianism,583673
/wiki/Qasr_Ibrim,103423
/wiki/Denmark,892528
/wiki/Reproductive_organ,165836
/wiki/Tooth_enamel,246835
/wiki/Mural,202534
/wiki/English_orthography,537038
/wiki/First_language,122804
/wiki/African_Invertebrates,70928
/wiki/Evidence_of_common_descent,914759
/wiki/Ennoblement,71058
/wiki/Mongolian_language,494487
/wiki/Classical_language,118341
/wiki/Dynasties_of_ancient_Egypt,132900
/wiki/Pendulum,443837
/wiki/Lumbar_vertebrae,172392
/wiki/Reproduction,223182
/wiki/Nile,443945
/wiki/Civilization,357108
/wiki/Southeast_Asia,800406
/wiki/Strobe_light,121883
/wiki/Tanintharyi_Region,172717
/wiki/List_of_countries_and_dependencies_by_area,515853
/wiki/Nickelodeon,467701
/wiki/Old_Nubian,130692
/wiki/Narmer,546120
/wiki/Diodorus_Siculus,124729
/wiki/IETF_language_tag,125828
/wiki/Port_town,227601
/wiki/Systema_Naturae,203778
/wiki/May_30,281863
/wiki/Romania,973427
/wiki/Early_modern_period,567575
/wiki/Sound,234064
/wiki/Muilla,75616
/wiki/Leibniz,730644
/wiki/Urinary_incontinence,287645
/wiki/Territorial_marking,182842
/wiki/South_Asia,783531
/wiki/Ichthyology,175086
/wiki/Anal_wink,46343
/wiki/Genetic_variation,190699
/wiki/Bobwhite_quail,185441
/wiki/Richard_Pynson,134067
/wiki/Coccyx,148312
/wiki/Cuckoo,308954
/wiki/Pantherinae,268929
/wiki/Springhare,85511
/wiki/Black_cat,193794
/wiki/List_of_feeding_behaviours,100256
/wiki/Abdominal_reflex,63896
/wiki/Moonlight,127271
/wiki/Social_predator,215944
/wiki/Ryukyu_Islands,303024
/wiki/Coelom,120767
/wiki/Navel,162120
/wiki/Tubal_ligation,214225
/wiki/Fusional_language,102950
/wiki/Kaliningrad,496223
/wiki/Monogamous_pairing_in_animals,250736
/wiki/Plant_reproductive_morphology,176975
/wiki/Scorpion,432928
/wiki/South_African_National_Biodiversity_Institute,237240
/wiki/Christian_Era,207266
/wiki/Chasmaporthetes,122511
/wiki/Golden_retrievers,198783
/wiki/Gular_fluttering,249475
/wiki/Fever,406074
/wiki/Hedgehog,264427
/wiki/Ultraviolet_light,431255
/wiki/Fowling,56202
/wiki/Berehove_Raion,124321
/wiki/German_as_a_minority_language,272875
/wiki/Ernest_Ingersoll,80324
/wiki/Middle_English_orthography,280307
/wiki/Library_of_Congress,486822
/wiki/Upper_house,144438
/wiki/Egyptian_Civil_Code,119299
/wiki/Urine,250536
/wiki/Morepork,133513
/wiki/Seed_predator,125147
/wiki/Arabs,1168212
/wiki/Moscow_State_University,267550
/wiki/Henan_Province,370873
/wiki/Homo,520692
/wiki/Embalming,204878
/wiki/Daylight,84203
/wiki/American_ermine,182084
/wiki/Photocathode,107976
/wiki/Phylogenetic_tree,217226
/wiki/Animal_cognition,544980
/wiki/Latin,483004
/wiki/Nepali_language,420736
/wiki/Transmutation_of_species,135614
/wiki/Tunicate,318017
/wiki/Sunda_Island_tiger,64867
/wiki/Bacteria,791062
/wiki/Turaco,201815
/wiki/Periodization_of_ancient_Egypt,90851
/wiki/Gulf_of_Bothnia,149887
/wiki/Silurian,349811
/wiki/Sunda_leopard_cat,197810
/wiki/Phalangeriformes,178334
/wiki/SI,671054
/wiki/Energy_in_Egypt,226264
/wiki/Jaguar,594971
/wiki/American_woodcock,156987
/wiki/Lake_Baikal,392883
/wiki/Roman_naming_conventions,286407
/wiki/Vibration,329508
/wiki/History_of_Egypt_under_the_Muhammad_Ali_dynasty,208548
/wiki/Electric_arc,152736
/wiki/Ninth_Dynasty_of_Egypt,104127
/wiki/Callitrichids,195764
/wiki/The_Frogs,123140
/wiki/Human_interaction_with_cats,212163
/wiki/Transducer,97276
/wiki/Cairo,745846
/wiki/Abu_Dhabi_Marathon,131744
/wiki/Mathematics_Genealogy_Project,78364
/wiki/Diastema,134804
/wiki/Western_European_Time,112593
/wiki/Far_East,217314
/wiki/Bacterial_cell_structure,178958
/wiki/Automotive_night_vision,136046
/wiki/Physician,239627
/wiki/Johannes_Palmberg,72451
/wiki/Western_European_Summer_Time,101335
/wiki/Syria,971110
/wiki/Thirteen_Colonies,523405
/wiki/Socotra,345484
/wiki/Khedivate_of_Egypt,246567
/wiki/Ecotype,135511
/wiki/Pompilidae,188101
/wiki/Celtic_Sea,141914
/wiki/Sternum,177781
/wiki/Endangered_Species_Act_of_1973,408816
/wiki/Felis,283835
/wiki/Ctenophora,504469
/wiki/Rectory,94266
/wiki/M1_Carbine,461747
/wiki/Early_Modern_Irish,116932
/wiki/Musurgia_Universalis,100763
/wiki/Archaic_Egyptian_language,373014
/wiki/Human_evolution,1119316
/wiki/Egg_predation,146268
/wiki/Cirrus_Aircraft,302421
/wiki/Caspian_tiger,213064
/wiki/Third_Intermediate_Period_of_Egypt,140552
/wiki/Hemichordate,216013
/wiki/Dance_in_ancient_Egypt,146379
/wiki/Frequency_counter,82748
/wiki/Jokes,326246
/wiki/Automatic_behavior,117707
/wiki/List_of_cat_breeds,225972
/wiki/American_Veterinary_Medical_Association,114559
/wiki/Wild_animal,237743
/wiki/Electromagnetic_spectrum,212156
/wiki/List_of_endangered_species_in_North_America,172568
/wiki/Greeks,840148
/wiki/Anno_Domini,206975
/wiki/Ptolemaic_period,408851
/wiki/Applications_of_evolution,97309
/wiki/Patella_vulgata,118493
/wiki/African_civet,265459
/wiki/Botanischer_Garten_Karlsruhe,66603
/wiki/Chinchilla,153170
/wiki/Ptolemaic_Egypt,408763
/wiki/Constitution_of_Ireland,283235
/wiki/Victor_Loche,57378
/wiki/Mongrel,159377
/wiki/Animal_migration,207680
/wiki/Austronesian_peoples,921256
/wiki/Grassland,295977
/wiki/Angelo_Emo,234073
/wiki/Tool_use_in_animals,511361
/wiki/Primitive_Irish,172881
/wiki/Kurdish_languages,313392
/wiki/Mustela_richardsonii,182409
/wiki/Temple_of_Edfu,115832
/wiki/Research_Institute_for_Linguistics_of_the_Hungarian_Academy_of_Sciences,72986
/wiki/Anglic_languages,173003
/wiki/Model_organism,344097
/wiki/Johann_Friedrich_Gmelin,109014
/wiki/Theban_Necropolis,92053
/wiki/Megaannum,283350
/wiki/Religion_in_Egypt,320185
/wiki/John_Edward_Gray,135086
/wiki/Late_Paleocene,125995
/wiki/Ossify,104922
/wiki/Nandina,134221
/wiki/Local_extinction,99751
/wiki/Uterine_horns,76184
/wiki/Ecological_genetics,131928
/wiki/Darkness,124602
/wiki/Piacenzian,140591
/wiki/Austronesian_languages,558217
/wiki/List_of_languages_by_first_written_accounts,485110
/wiki/West_Low_German,131936
/wiki/Samuel_Pepys,329964
/wiki/List_of_days_of_the_year,93776
/wiki/Classical_Latin,205064
/wiki/Polygyny_in_nature,115808
/wiki/Purr,130310
/wiki/Animal,694242
/wiki/List_of_countries_and_dependencies_by_population,667580
/wiki/State_of_Palestine,535510
/wiki/President_of_Egypt,218286
/wiki/British_Isles,407884
/wiki/Spermatogonium,83479
/wiki/Timbre,152077
/wiki/Precambrian,249094
/wiki/Modern_English,124548
/wiki/Acts_of_Union_1707,429341
/wiki/Dewclaw,82548
/wiki/Biogeography,277221
/wiki/British_Asian,448606
/wiki/Amino_acid,545648
/wiki/House_mouse,345181
/wiki/Ichneumon_wasp,240594
/wiki/Canadian_Veterinary_Medical_Association,110760
/wiki/Dair_language,75903
/wiki/Autosomal,110018
/wiki/Samuel_Taylor_Coleridge,445170
/wiki/Prionailurus,248212
/wiki/Alexander_Roslin,145687
/wiki/L2_speakers,145138
/wiki/Norman_de_Garis_Davies,118462
/wiki/Westphalia,192412
/wiki/Nubian_languages,146353
/wiki/James_VI_and_I,506448
/wiki/Upper_and_Lower_Egypt,81988
/wiki/Federal_Agency_for_Nature_Conservation,79927
/wiki/Caucasian_wildcat,75697
/wiki/Theistic_evolution,252287
/wiki/Jerez_de_la_Frontera,319705
/wiki/British_people,699438
/wiki/Cycle_per_second,58866
/wiki/Vojvodina,343542
/wiki/Cinema_of_Egypt,303333
/wiki/Sperm,175202
/wiki/Khafre,187997
/wiki/Hyena,394838
/wiki/Sweden,1054669
/wiki/Celtic_language_family,404138
/wiki/Hamster,193584
/wiki/Ediacaran,200587
/wiki/Morocco,780207
/wiki/Thesis,205550
/wiki/Lumbar_spinal_nerve_3,92873
/wiki/Lophocyonidae,69825
/wiki/Tabby_cat,152847
/wiki/Multilingual,404193
/wiki/James_Bruce,141358
/wiki/Antal_Reguly,76768
/wiki/Glossary_of_evolutionary_biology,370743
/wiki/Prairie_dog,248072
/wiki/Reconstructed_language,79745
/wiki/Reindeer,751916
/wiki/Peter_Ascanius,82564
/wiki/Ancient_Greek,309109
/wiki/Monotreme,318397
/wiki/Monotremata,318680
/wiki/Nocturnality,170161
/wiki/Russian_Far_East,186831
/wiki/Neutering,243377
/wiki/Spiders,562385
/wiki/Fourteenth_Dynasty_of_Egypt,125696
/wiki/Neogale,130736
/wiki/Radio_wave,204869
/wiki/Christianity,1285842
/wiki/Echinopsis_pachanoi,142343
/wiki/Coptic_Canadians,117015
/wiki/List_of_sovereign_states_and_dependent_territories_in_Asia,369170
/wiki/Palmomental_reflex,51141
/wiki/Zoological_specimen,98352
/wiki/Northern_Germany,124726
/wiki/Nonconcatenative_morphology,71426
/wiki/History_of_Egypt_under_the_British,163492
/wiki/United_Nations,785895
/wiki/English_Channel,389270
/wiki/Paraguay,547494
/wiki/Edward_Lee_Greene,83189
/wiki/Ultrasound,245236
/wiki/Central_Asia,573971
/wiki/European_wildcat,228691
/wiki/Cone_cell,127631
/wiki/Maximilian_Hell,101119
/wiki/Type_specimen,130109
/wiki/East_Asia,654740
/wiki/Baffin_Island,448836
/wiki/Bilateria,279859
/wiki/Bipedalism,343923
/wiki/Coptic_music,79651
/wiki/Vladimir_Geptner,68814
/wiki/Manx_language,566453
/wiki/Investiture_of_the_Archangel_Michael,62285
/wiki/Boidae,141537
/wiki/Syriac_language,459603
/wiki/Phylogenetic,322432
/wiki/Volga_River,275471
/wiki/Crops,128879
/wiki/Gelding,123553
/wiki/BioOne,61684
/wiki/Eusebius_McKaiser,104131
/wiki/Classical_Gaelic,119198
/wiki/Mammalogy,126444
/wiki/Kadaru_language,136921
/wiki/Open_vowel,176663
/wiki/Bear,649144
/wiki/Herpetology,148209
/wiki/Electromagnet,246145
/wiki/Outer_nuclear_layer,77744
/wiki/Iriomote_Island,130619
/wiki/Hay,228040
/wiki/Yiddish_language,568542
/wiki/Russian_invasion_of_Ukraine,1468118
/wiki/Savanna,201831
/wiki/Ottoman_Empire,1095831
/wiki/Old_Egyptian_language,372966
/wiki/A_Dictionary_of_the_English_Language,165381
/wiki/Indian_rhinoceros,250188
/wiki/Saqqara,234718
/wiki/Feline_asthma,91999
/wiki/The_Oxford_English_Dictionary,355608
/wiki/Altacreodus,154420
/wiki/Siberian_tiger,344111
/wiki/Scratch_reflex,107336
/wiki/Caudofemoralis,52120
/wiki/Shrubland,88477
/wiki/Television_in_Egypt,137329
/wiki/Germans,297245
/wiki/Threatened_species,159841
/wiki/Integument,63243
/wiki/Facial_nerve,156738
/wiki/Ciliate,310684
/wiki/Flea,285538
/wiki/Coptic_history,155230
/wiki/Tetrapod,571738
/wiki/Isle_of_Man,625104
/wiki/Kellas_cat,108822
/wiki/Evolutionary_computation,160441
/wiki/Nuba_mountains,121124
/wiki/Eristalis,125077
/wiki/Theology,362138
/wiki/Hindi_language,502734
/wiki/Feral_animal,115441
/wiki/Museum_of_Fine_Arts_of_Lyon,157042
/wiki/Western_Sahara,495871
/wiki/Theodor_Haltenorth,58536
/wiki/Slug,222562
/wiki/Azerbaijan,1094308
/wiki/Iranian_peoples,448882
/wiki/Hertz,131936
/wiki/Homo_sapiens,1157579
/wiki/Hungarian_cs,501841
/wiki/Paleontology,569194
/wiki/Lancelet,318526
/wiki/List_of_radio_stations_in_Egypt,158671
/wiki/Comparative_anatomy,121209
/wiki/Puppy_cat,116383
/wiki/Vertebral_lines,157945
/wiki/Laboratory_experiments_of_speciation,286908
/wiki/Working_cat,93102
/wiki/Subtribe,62426
/wiki/Venetian_bombardments_of_the_Beylik_of_Tunis,111548
/wiki/China,1525302
/wiki/Cat,784258
/wiki/Resonance,363545
/wiki/2023_PGA_Championship,373740
/wiki/Elizabethan_literature,134226
/wiki/University_of_Strasbourg,183763
/wiki/Creodonta,216290
/wiki/Ptolemy_XII_Auletes,308487
/wiki/New_Zealand_Threat_Classification_System,60102
/wiki/Zoogeography,112474
/wiki/Front_vowel,215604
/wiki/Eifel,331353
/wiki/Lower_house,116781
/wiki/Ornithology,413757
/wiki/High_German_languages,125602
/wiki/Ground_reaction_force,53373
/wiki/Indigenous_language,99907
/wiki/Tamezo_Mori,56350
/wiki/Great_Vowel_Shift,233874
/wiki/Abscission,86090
/wiki/Motor_neuron,156591
/wiki/Alabaster,183652
/wiki/Subphylum,78618
/wiki/Lion_taming,74381
/wiki/List_of_islands_of_the_United_Kingdom,117890
/wiki/Alaska,766434
/wiki/Middle_Eocene,406034
/wiki/Asymmetrical_tonic_neck_reflex,70267
/wiki/Old_Nubian_language,131008
/wiki/Welsh_language,512749
/wiki/Average,187184
/wiki/Indian_leopard,353944
/wiki/1468,114919
/wiki/Binding_over,53961
/wiki/XDNA,116596
/wiki/John_Gould,158284
/wiki/Bacterial_cellular_morphologies,105712
/wiki/Fertile_Crescent,236920
/wiki/Digital_display,114063
/wiki/Masseter,119855
/wiki/Baruch_Spinoza,482798
/wiki/Eleventh_Dynasty_of_Egypt,111090
/wiki/Whiskers,215457
/wiki/Tyndale_Bible,147953
/wiki/Pilgrim,99548
/wiki/High_German,125898
/wiki/Georgian_era,221720
/wiki/Serotonin,712183
/wiki/Nominate_subspecies,126040
/wiki/Least_concern,108305
/wiki/Olof_Celsius,74162
/wiki/Phylum,283668
/wiki/Evolutionary_physiology,141944
/wiki/Guinea_pig,435992
/wiki/Centers_for_Disease_Control_and_Prevention,451134
/wiki/Rescue_group,114893
/wiki/Feline_zoonosis,186476
/wiki/First_Folio,259973
/wiki/Larvacean,188703
/wiki/European_Russia,144680
/wiki/Hungarians,378835
/wiki/Lighting,320140
/wiki/Metrorrhagia,110722
/wiki/Lichen,596812
/wiki/Palmar_grasp_reflex,86719
/wiki/Linguistic_imperialism,150741
/wiki/Puberty,385333
/wiki/Coptic_Australians,137969
/wiki/Hover_fly,204690
/wiki/Karaginsky_Island,81495
/wiki/Copts_in_Sudan,79741
/wiki/Anatomical_terms_of_location,249716
/wiki/Sine_wave,101613
/wiki/Creodont,216561
/wiki/Ocean_surface_wave,531062
/wiki/Kartvelian_languages,280504
/wiki/Trout,192454
/wiki/Landrace,276454
/wiki/East_Low_German,129728
/wiki/Tiger_shark,340881
/wiki/Eighteenth_Dynasty_of_Egypt,214535
/wiki/Ob_river,161870
/wiki/Diode,276604
/wiki/Cat_righting_reflex,106684
/wiki/Galen,348091
/wiki/West_Germanic_languages,269361
/wiki/Hungarian_names,158132
/wiki/Cervix,305878
/wiki/Egyptology,355473
/wiki/Temporal_fossa,74022
/wiki/Proper_noun,169485
/wiki/Felinine,92801
/wiki/Pitcher_plant,116244
/wiki/Sundew,264081
/wiki/Votive_offering,116163
/wiki/Monarchy_of_the_United_Kingdom,540665
/wiki/Viverroidea,76737
/wiki/Binomial_nomenclature,253352
/wiki/Placenta,255398
/wiki/Bahrani_Arabic,129957
/wiki/Ahmad_Kamal,68428
/wiki/Norman_French,182902
/wiki/Burgenland,210406
/wiki/Phonetics,381533
/wiki/Liturgical_language,238346
/wiki/Coptology,79894
/wiki/Osorkon_II,170626
/wiki/Ghulfan_language,86412
/wiki/Tagalog_language,602850
/wiki/Oder,247078
/wiki/Sohar,155990
/wiki/Tame_animal,68176
/wiki/Uralic_language,397391
/wiki/Hungarian_zs,501841
/wiki/Erythroxylum_coca,94284
/wiki/Uerdingen_line,56819
/wiki/Veterinary_anesthesia,88963
/wiki/Wadi_Halfa,126196
/wiki/Cat_senses,143152
/wiki/Dutch_Republic,270494
/wiki/Goose,138431
/wiki/Apomorphy_and_synapomorphy,112667
/wiki/Caniform,242717
/wiki/Neolithic,439273
/wiki/Peptidase,176512
/wiki/Allium,258968
/wiki/Neuroanatomy,206895
/wiki/Encyclopedia,268101
/wiki/Seed_predation,124849
/wiki/Body_temperature,249387
/wiki/Molecular_anatomy,66181
/wiki/Old_Hungarian_script,395757
/wiki/Phenotypic_trait,94863
/wiki/William_Shakespeare,962462
/wiki/Levant,227607
/wiki/Of_Plymouth_Plantation,95596
/wiki/Cat_meat,275839
/wiki/Pistil,161548
/wiki/Lumbar_spinal_nerve_4,92872
/wiki/Zoologist,315798
/wiki/Dog,676755
/wiki/Jacob_Turkel,92741
/wiki/American_Shorthair,101053
/wiki/Arctic_Archipelago,277470
/wiki/Vestibulocochlear_nerve,131359
/wiki/Thomas_Hobbes,400398
/wiki/Camel,561461
/wiki/Middle_Pleistocene,123277
/wiki/International_Code_of_Nomenclature_of_Prokaryotes,86627
/wiki/Egyptian_verb,372878
/wiki/Beetle,708420
/wiki/Antarctica,753048
/wiki/Infrared_sensing_in_snakes,105847
/wiki/Edmund_Heller,81324
/wiki/Pupil,179701
/wiki/Mukachevo_Raion,114636
/wiki/Scottish_Gaelic,517150
/wiki/Glottal_consonant,180975
/wiki/House_cat,784527
/wiki/Feliform,237750
/wiki/Reptiles,640598
/wiki/Veterinary_medicine,196576
/wiki/Meroitic_language,132053
/wiki/Jellyfish,496123
/wiki/Aging_in_cats,106579
/wiki/Endonym,239858
/wiki/Coptic_philosophy,58645
/wiki/Feline_vaccination,93160
/wiki/Thomas_Edward_Bowdich,90448
/wiki/Altricial,101345
/wiki/Primitive_reflexes,161243
/wiki/George_Clifford_III,91602
/wiki/Holocene,328809
/wiki/Bumblebee_bat,118256
/wiki/Synapsid,320159
/wiki/Thinzar_Shunlei_Yi,107437
/wiki/Reptiliomorph,184122
/wiki/Necrosis,166627
/wiki/Tendon,213327
/wiki/Kellogg_Company,373952
/wiki/Academy_of_the_Arabic_Language_in_Cairo,114983
/wiki/Clonus,85997
/wiki/Unit_of_time,139517
/wiki/Taxon,124442
/wiki/Birds_Directive,67942
/wiki/History_of_the_Hungarian_language,155024
/wiki/Saudi_Arabia,1333895
/wiki/Parapatric_speciation,211848
/wiki/Mozzetta,131354
/wiki/Micropredator,550848
/wiki/Squitten,76469
/wiki/Linguist_List,82190
/wiki/Sports_in_Egypt,218437
/wiki/Turkish_language,545331
/wiki/Hyperthermia,443381
/wiki/Ancient_Greek_language,309441
/wiki/Carnivores,171987
/wiki/Bacterial_nomenclature,86995
/wiki/Roman_Egypt,720971
/wiki/May_31,274829
/wiki/Coordinated_Universal_Time,270996
/wiki/Alodia,367779
/wiki/Romanticism,636696
/wiki/Animal_communication,355565
/wiki/Netherlands,940475
/wiki/Hiccup,189647
/wiki/Virginia,1246765
/wiki/Encyclopedia_Americana,105151
/wiki/Dispersion_relation,126990
/wiki/Pierre_Magnol,83066
/wiki/Rhododendron,385532
/wiki/Diurnality,111883
/wiki/Cathemerality,118264
/wiki/Scavenger,177975
/wiki/Monophthong,59721
/wiki/Gymnasieskola,214870
/wiki/Beaver,396470
/wiki/History_of_modern_Egypt,244960
/wiki/Hungarian_verbs,163929
/wiki/Predator,559090
/wiki/Mosquito,521671
/wiki/Mustelid,267488
/wiki/Catholic_monarch,65437
/wiki/Bacteriology,138756
/wiki/Sami_people,713069
/wiki/Invasive_species,637388
/wiki/Breed_registry,96521
/wiki/John_Guillim,69880
/wiki/Transcaucasia,226833
/wiki/Lars_Roberg,75678
/wiki/Onomatopoeia,156765
/wiki/Double_acute_accent,135932
/wiki/Hyoid_bone,152966
/wiki/Conserved_name,74518
/wiki/Biology,654983
/wiki/Monogamy_in_animals,250371
/wiki/Hungarian_grammar,153940
/wiki/Religion_in_the_United_Kingdom,618332
/wiki/Planarian,163263
/wiki/Extinct_in_the_wild,142657
/wiki/Luri_language,155315
/wiki/Stuart_Restoration,239234
/wiki/Electromagnetic_wave,435989
/wiki/Sertoli_cell,168941
/wiki/Data_deficient,102087
/wiki/Seventeenth_Dynasty_of_Egypt,122396
/wiki/Egressive,55711
/wiki/Ungulate,300033
/wiki/World_Cat_Federation,88531
/wiki/Albertus_Seba,96583
/wiki/Paramecium,247725
/wiki/Mediterranean,652871
/wiki/Linguistics,449871
/wiki/Lake_Nasser,111688
/wiki/Masseter_muscle,119578
/wiki/Classical_antiquity,348223
/wiki/Amblyomma_americanum,131288
/wiki/Holy_Roman_Empire,801234
